date,fluxobsflux,fluxadjflux,fluxursi
2004-10-28,134.25,132.45,119.19999999999999
2004-10-29,132.39999999999998,130.55,117.5
2004-10-30,141.5,139.46666666666667,125.53333333333335
2004-10-31,139.26666666666668,137.20000000000002,123.46666666666665
2004-11-01,134.75,132.7,119.4
2004-11-02,133.29999999999998,131.20000000000002,118.06666666666668
2004-11-03,137.43333333333334,135.20000000000002,121.66666666666667
2004-11-04,140.5,138.13333333333333,124.3
2004-11-05,137.66666666666666,135.26666666666668,121.76666666666667
2004-11-06,127.63333333333333,125.36666666666667,112.83333333333333
2004-11-07,137.63333333333333,135.1,121.60000000000001
2004-11-08,124.33333333333333,122.0,109.8
2004-11-09,200.26666666666665,196.39999999999998,176.76666666666665
2004-11-10,105.60000000000001,103.53333333333335,93.16666666666667
2004-11-11,95.46666666666665,93.53333333333335,84.2
2004-11-12,96.23333333333333,94.23333333333333,84.83333333333333
2004-11-13,97.03333333333335,95.0,85.46666666666665
2004-11-14,99.86666666666667,97.7,87.93333333333334
2004-11-15,105.86666666666667,103.56666666666666,93.2
2004-11-16,106.16666666666667,103.8,93.39999999999999
2004-11-17,105.66666666666667,103.23333333333333,92.93333333333334
2004-11-18,105.33333333333333,102.89999999999999,92.63333333333333
2004-11-19,103.60000000000001,101.13333333333333,91.03333333333335
2004-11-20,99.86666666666667,97.46666666666665,87.73333333333333
2004-11-21,101.46666666666665,99.0,89.10000000000001
2004-11-22,106.43333333333334,103.76666666666667,93.39999999999999
2004-11-23,108.5,105.76666666666667,95.2
2004-11-24,108.23333333333333,105.43333333333334,94.89999999999999
2004-11-25,109.73333333333333,106.93333333333334,96.2
2004-11-26,112.3,109.33333333333333,98.40000000000002
2004-11-27,110.56666666666666,107.63333333333333,96.89999999999999
2004-11-28,112.13333333333333,109.10000000000001,98.2
2004-11-29,112.03333333333335,108.96666666666665,98.06666666666666
2004-11-30,110.0,106.93333333333334,96.26666666666667
2004-12-01,112.03333333333335,108.86666666666667,98.0
2004-12-02,105.43333333333332,102.46666666666665,92.2
2004-12-03,101.03333333333335,98.16666666666667,88.3
2004-12-04,97.33333333333333,94.53333333333335,85.06666666666666
2004-12-05,96.43333333333334,93.63333333333333,84.26666666666667
2004-12-06,92.96666666666665,90.2,81.2
2004-12-07,90.10000000000001,87.46666666666665,78.73333333333333
2004-12-08,90.60000000000001,87.86666666666667,79.10000000000001
2004-12-09,87.46666666666665,84.83333333333333,76.36666666666666
2004-12-10,85.39999999999999,82.86666666666667,74.53333333333333
2004-12-11,90.23333333333333,87.5,78.76666666666667
2004-12-12,91.33333333333333,88.5,79.66666666666667
2004-12-13,89.23333333333333,86.5,77.86666666666666
2004-12-14,88.8,86.03333333333335,77.39999999999999
2004-12-15,89.0,86.2,77.56666666666666
2004-12-21,101.1,97.80000000000001,88.0
2004-12-22,99.13333333333333,95.89999999999999,86.3
2004-12-23,96.73333333333333,93.53333333333335,84.2
2004-12-24,97.13333333333333,93.96666666666665,84.56666666666666
2004-12-25,93.10000000000001,90.06666666666666,81.03333333333335
2004-12-26,92.10000000000001,89.06666666666666,80.16666666666667
2004-12-27,96.7,93.5,84.13333333333334
2004-12-28,106.83333333333333,103.3,92.96666666666665
2004-12-29,100.36666666666667,97.10000000000001,87.39999999999999
2004-12-30,100.26666666666667,96.93333333333334,87.23333333333333
2004-12-31,98.23333333333333,94.93333333333334,85.43333333333334
2005-01-01,98.73333333333333,95.46666666666665,85.89999999999999
2005-01-02,99.06666666666666,95.8,86.2
2005-01-03,93.3,90.16666666666667,81.16666666666667
2005-01-04,88.0,85.06666666666666,76.60000000000001
2005-01-05,87.06666666666666,84.2,75.8
2005-01-06,83.43333333333334,80.66666666666667,72.63333333333334
2005-01-07,83.53333333333333,80.76666666666667,72.73333333333333
2005-01-08,86.63333333333333,83.8,75.43333333333334
2005-01-09,89.0,86.10000000000001,77.43333333333332
2005-01-10,90.5,87.53333333333335,78.76666666666667
2005-01-11,94.56666666666666,91.43333333333334,82.3
2005-01-12,102.03333333333335,98.7,88.86666666666667
2005-01-13,115.33333333333333,111.60000000000001,100.43333333333334
2005-01-14,131.16666666666666,126.89999999999999,114.2
2005-01-15,157.70000000000002,152.6,137.33333333333334
2005-01-16,145.86666666666667,141.13333333333333,127.0
2005-01-17,138.29999999999998,133.86666666666667,120.5
2005-01-18,129.7,125.60000000000001,113.03333333333335
2005-01-19,133.1,128.86666666666667,115.93333333333334
2005-01-20,122.76666666666667,118.86666666666667,107.0
2005-01-21,113.96666666666665,110.39999999999999,99.36666666666667
2005-01-22,103.3,100.10000000000001,90.06666666666666
2005-01-23,95.86666666666667,92.89999999999999,83.63333333333333
2005-01-24,94.33333333333333,91.43333333333334,82.26666666666667
2005-01-25,92.83333333333333,90.0,81.0
2005-01-26,89.46666666666665,86.73333333333333,78.10000000000001
2005-01-27,86.10000000000001,83.53333333333333,75.16666666666667
2005-01-28,85.2,82.7,74.39999999999999
2005-01-29,85.76666666666667,83.23333333333333,74.89999999999999
2005-01-30,85.73333333333333,83.16666666666667,74.83333333333333
2005-01-31,86.39999999999999,83.83333333333333,75.46666666666665
2005-02-01,83.73333333333333,81.33333333333333,73.2
2005-02-02,82.03333333333333,79.66666666666667,71.7
2005-02-03,83.3,81.0,72.86666666666666
2005-02-04,84.5,82.13333333333333,73.93333333333334
2005-02-05,94.36666666666667,91.76666666666667,82.60000000000001
2005-02-06,98.26666666666667,95.60000000000001,86.03333333333335
2005-02-07,102.7,99.93333333333334,89.93333333333334
2005-02-08,108.8,105.96666666666665,95.33333333333333
2005-02-09,108.8,105.96666666666665,95.36666666666667
2005-02-10,113.23333333333333,110.3,99.26666666666667
2005-02-11,114.96666666666665,112.03333333333335,100.83333333333333
2005-02-12,116.63333333333333,113.66666666666667,102.3
2005-02-13,116.39999999999999,113.5,102.13333333333333
2005-02-14,117.66666666666667,114.76666666666667,103.33333333333333
2005-02-15,120.0,117.10000000000001,105.39999999999999
2005-02-16,112.86666666666667,110.2,99.16666666666667
2005-02-17,110.36666666666667,107.83333333333333,97.03333333333335
2005-02-18,104.43333333333334,102.06666666666666,91.86666666666667
2005-02-19,98.73333333333333,96.53333333333335,86.86666666666667
2005-02-20,95.66666666666667,93.53333333333335,84.16666666666667
2005-02-21,94.13333333333333,92.10000000000001,82.86666666666666
2005-02-22,91.53333333333335,89.63333333333333,80.63333333333334
2005-02-23,85.13333333333333,83.36666666666666,75.03333333333333
2005-02-24,80.46666666666665,78.83333333333333,70.96666666666665
2005-02-25,78.16666666666667,76.63333333333333,68.93333333333334
2005-02-26,76.60000000000001,75.10000000000001,67.60000000000001
2005-02-27,75.8,74.39999999999999,66.93333333333334
2005-02-28,74.96666666666667,73.56666666666666,66.23333333333333
2005-03-01,73.96666666666667,72.66666666666667,65.43333333333334
2005-03-02,74.8,73.53333333333335,66.16666666666667
2005-03-03,77.43333333333334,76.13333333333333,68.5
2005-03-04,79.26666666666667,78.0,70.23333333333333
2005-03-05,81.43333333333334,80.13333333333334,72.13333333333334
2005-03-06,83.7,82.43333333333334,74.2
2005-03-07,87.46666666666665,86.16666666666667,77.56666666666666
2005-03-08,93.8,92.46666666666665,83.23333333333333
2005-03-09,100.10000000000001,98.7,88.83333333333333
2005-03-10,102.03333333333335,100.7,90.60000000000001
2005-03-11,105.46666666666665,104.13333333333333,93.73333333333333
2005-03-12,110.89999999999999,109.53333333333335,98.56666666666666
2005-03-13,113.89999999999999,112.60000000000001,101.3
2005-03-14,112.53333333333335,111.33333333333333,100.16666666666667
2005-03-15,108.39999999999999,107.26666666666667,96.53333333333335
2005-03-16,103.3,102.3,92.06666666666666
2005-03-17,101.76666666666667,100.76666666666667,90.66666666666667
2005-03-18,96.53333333333335,95.7,86.13333333333333
2005-03-19,91.86666666666667,91.06666666666666,81.96666666666665
2005-03-20,87.26666666666667,86.60000000000001,77.89999999999999
2005-03-21,89.86666666666667,89.23333333333333,80.3
2005-03-22,87.83333333333333,87.23333333333333,78.5
2005-03-23,88.10000000000001,87.53333333333335,78.76666666666667
2005-03-24,87.10000000000001,86.60000000000001,77.96666666666665
2005-03-25,81.9,81.5,73.35
2005-03-26,79.13333333333333,78.76666666666667,70.89999999999999
2005-03-27,77.7,77.39999999999999,69.66666666666667
2005-03-28,78.7,78.46666666666667,70.60000000000001
2005-03-29,77.89999999999999,77.66666666666667,69.93333333333334
2005-03-30,77.56666666666666,77.43333333333334,69.66666666666667
2005-03-31,76.8,76.66666666666667,69.03333333333335
2005-04-01,78.36666666666666,78.3,70.46666666666667
2005-04-02,80.23333333333333,80.2,72.16666666666667
2005-04-03,81.03333333333333,81.06666666666666,72.93333333333334
2005-04-04,84.60000000000001,84.66666666666667,76.23333333333333
2005-04-05,87.96666666666665,88.10000000000001,79.26666666666667
2005-04-06,88.26666666666667,88.43333333333334,79.60000000000001
2005-04-07,87.7,87.93333333333334,79.16666666666667
2005-04-08,87.53333333333335,87.73333333333333,79.0
2005-04-09,88.06666666666666,88.39999999999999,79.56666666666666
2005-04-10,88.2,88.53333333333335,79.7
2005-04-11,87.33333333333333,87.73333333333333,78.96666666666665
2005-04-12,84.60000000000001,85.03333333333333,76.56666666666666
2005-04-13,83.8,84.26666666666667,75.86666666666666
2005-04-14,85.63333333333333,86.23333333333333,77.60000000000001
2005-04-15,85.0,85.60000000000001,77.03333333333335
2005-04-16,82.39999999999999,83.03333333333333,74.7
